blockNumber,timeStamp,hash,nonce,blockHash,from,contractAddress,to,value,tokenName,tokenSymbol,tokenDecimal,transactionIndex,gas,gasPrice,gasUsed,cumulativeGasUsed,input,confirmations
7929819,1622589285,0xe82b19ebab70d7c725bc58e4302fab382b8eba7c212142520ee782a7c83e21c3,4,0xaa525499d7e83b9d06e008e8a591622fd6463a74482dacde0c8ee1313bfb3937,0xeb76f41b4bd0b4c10a3f805b77167de054150081,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,0x3247554b2bad31d5120b98d5f51df5a406d6b524,99699000000000000000,Binance-Peg USD Coin,USDC,18,84,291707,5000000000,276707,21370030,deprecated,9935
7929828,1622589312,0xb08fa83ee6e28fbea7b7df314b2de5d60bb97c6f50afc94526d1bdacdfdc952f,196,0x85fcc974f1f1ce414a696eb52de12cf8d317aefe68de9835991e779f8c063964,0xecdb0369e1ff2f785895cb2ec1f86260ac94dc4f,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,0x3247554b2bad31d5120b98d5f51df5a406d6b524,23272023470832576339,Binance-Peg USD Coin,USDC,18,200,291743,5000000000,276743,29354343,deprecated,9926
7929828,1622589312,0xb08fa83ee6e28fbea7b7df314b2de5d60bb97c6f50afc94526d1bdacdfdc952f,196,0x85fcc974f1f1ce414a696eb52de12cf8d317aefe68de9835991e779f8c063964,0xecdb0369e1ff2f785895cb2ec1f86260ac94dc4f,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,0x3247554b2bad31d5120b98d5f51df5a406d6b524,4631132670695682691554,Binance-Peg USD Coin,USDC,18,200,291743,5000000000,276743,29354343,deprecated,9926
7929840,1622589348,0x3a4240f2a76fdbc46b5444f307390b62af3078450f0e1fa1e7c1a3f1a9f5baef,51,0xbe96c2fe6afd1bf55412a5d1a1a7660ca49e047664f5f9f5be3d01a94d6182da,0xf48ba1105d8e5d1fd76e577e68e9cd53c80db8a6,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,0x3247554b2bad31d5120b98d5f51df5a406d6b524,633050000000000000,Binance-Peg USD Coin,USDC,18,139,261719,5000000000,246719,15151174,deprecated,9914
7929840,1622589348,0x3a4240f2a76fdbc46b5444f307390b62af3078450f0e1fa1e7c1a3f1a9f5baef,51,0xbe96c2fe6afd1bf55412a5d1a1a7660ca49e047664f5f9f5be3d01a94d6182da,0xf48ba1105d8e5d1fd76e577e68e9cd53c80db8a6,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,0x3247554b2bad31d5120b98d5f51df5a406d6b524,125976950000000000000,Binance-Peg USD Coin,USDC,18,139,261719,5000000000,246719,15151174,deprecated,9914
7929842,1622589354,0x39aad2f29881b9b9fb51dcb08c0831680f02e773700e3c5c1ed58ac2a7316690,27,0xa600972bf1f55d65d8bedf1d70b1338700c0cc9dbd7ec032cb06e85c0e9dbf6d,0xf3bc62470cd2d4ed8cd8339ca9335ef13d4d7c23,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,0x3247554b2bad31d5120b98d5f51df5a406d6b524,3820686361229042246,Binance-Peg USD Coin,USDC,18,68,255926,5000000000,240926,10584698,deprecated,9912
7929842,1622589354,0x39aad2f29881b9b9fb51dcb08c0831680f02e773700e3c5c1ed58ac2a7316690,27,0xa600972bf1f55d65d8bedf1d70b1338700c0cc9dbd7ec032cb06e85c0e9dbf6d,0xf3bc62470cd2d4ed8cd8339ca9335ef13d4d7c23,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,0x3247554b2bad31d5120b98d5f51df5a406d6b524,760316585884579406971,Binance-Peg USD Coin,USDC,18,68,255926,5000000000,240926,10584698,deprecated,9912
7929892,1622589504,0x3355221b2493799885d378830c913725ae08dd23ec0a2963712269d95dbfc804,146,0xc2e215990e959a391b652f978b6de4da4a587223a23195053430b4762f46d42d,0x2107735355c48d6ee1ae668b6a659b11dd5e62e3,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,0x3247554b2bad31d5120b98d5f51df5a406d6b524,415000000000000000,Binance-Peg USD Coin,USDC,18,75,291719,5000000000,276719,13437536,deprecated,9862
7929892,1622589504,0x3355221b2493799885d378830c913725ae08dd23ec0a2963712269d95dbfc804,146,0xc2e215990e959a391b652f978b6de4da4a587223a23195053430b4762f46d42d,0x2107735355c48d6ee1ae668b6a659b11dd5e62e3,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,0x3247554b2bad31d5120b98d5f51df5a406d6b524,82585000000000000000,Binance-Peg USD Coin,USDC,18,75,291719,5000000000,276719,13437536,deprecated,9862
7929908,1622589552,0x2c1e2cd29680c396d3f72748c400bca38932f165b6bc9a27fdf84f164bfd339b,229,0x6ef4bc1c7681e28cfc14161fd5b5df9a36c353e7ce04248c0936383198507874,0xe245c27988312aba89ae10408e94cb789c56362c,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,0x3247554b2bad31d5120b98d5f51df5a406d6b524,260959935082003581,Binance-Peg USD Coin,USDC,18,67,291743,5000000000,276743,10929022,deprecated,9846
7929908,1622589552,0x2c1e2cd29680c396d3f72748c400bca38932f165b6bc9a27fdf84f164bfd339b,229,0x6ef4bc1c7681e28cfc14161fd5b5df9a36c353e7ce04248c0936383198507874,0xe245c27988312aba89ae10408e94cb789c56362c,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,0x3247554b2bad31d5120b98d5f51df5a406d6b524,51931027081318712802,Binance-Peg USD Coin,USDC,18,67,291743,5000000000,276743,10929022,deprecated,9846
7929943,1622589657,0xf38ae19677352f4f192872fd1830657806f81551a7c5f61af4708735e172a271,19268,0x84ad8e926e98bdafacd47026cb695f968fc2d0c158c6b8e3dd53fb2aec2c0b75,0x3247554b2bad31d5120b98d5f51df5a406d6b524,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,0xd8dbef7586529b6fa18ee97889e6b37bef51bf64,49750000000000000000,Binance-Peg USD Coin,USDC,18,122,92243,5000000000,92243,18953544,deprecated,9811
7929953,1622589687,0x409cedc019a2a207cdeece7f340821cd4682632ee39dc8b2161f7f6ca4ddcfa7,37,0xca7820ab0490ad7cf04466fa3f828a00e2b1f3d37c59f7527c318da3861b21e5,0x1514b54aec28e2cca937be244d4c1453905b780b,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,0x3247554b2bad31d5120b98d5f51df5a406d6b524,1208673869998422364,Binance-Peg USD Coin,USDC,18,41,255926,5000000000,240926,5486800,deprecated,9801
7929953,1622589687,0x409cedc019a2a207cdeece7f340821cd4682632ee39dc8b2161f7f6ca4ddcfa7,37,0xca7820ab0490ad7cf04466fa3f828a00e2b1f3d37c59f7527c318da3861b21e5,0x1514b54aec28e2cca937be244d4c1453905b780b,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,0x3247554b2bad31d5120b98d5f51df5a406d6b524,240526100129686050613,Binance-Peg USD Coin,USDC,18,41,255926,5000000000,240926,5486800,deprecated,9801
7929982,1622589774,0xa88314ede5ec33a7e35d58fe6f4453846dc8bb75262ede22da676da1d8915291,246,0x11b3ad1cc35bfbf2a4bc55a03969db58bb00424fdceabe2d1f195a0d76c4bc50,0x689750cb2769a758c248cc287ac9233ed4ed24c0,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,0x3247554b2bad31d5120b98d5f51df5a406d6b524,496127295639832137,Binance-Peg USD Coin,USDC,18,103,261743,5000000000,246743,12220575,deprecated,9772
7929982,1622589774,0xa88314ede5ec33a7e35d58fe6f4453846dc8bb75262ede22da676da1d8915291,246,0x11b3ad1cc35bfbf2a4bc55a03969db58bb00424fdceabe2d1f195a0d76c4bc50,0x689750cb2769a758c248cc287ac9233ed4ed24c0,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,0x3247554b2bad31d5120b98d5f51df5a406d6b524,98729331832326595450,Binance-Peg USD Coin,USDC,18,103,261743,5000000000,246743,12220575,deprecated,9772
7929991,1622589801,0x097d34c0f5d131209532dd1c7d6709b653525d22ea7232dae78e99441c134bc3,857,0x114e61363c3cfcb1bb47a775dd414a17da4b7c9da0bbd73bb1c30774171b4992,0xd860e32b72afd7cae961da23702bad7b096e243b,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,0x3247554b2bad31d5120b98d5f51df5a406d6b524,2500163561322601975,Binance-Peg USD Coin,USDC,18,40,255926,5000000000,240926,6966141,deprecated,9763
7929991,1622589801,0x097d34c0f5d131209532dd1c7d6709b653525d22ea7232dae78e99441c134bc3,857,0x114e61363c3cfcb1bb47a775dd414a17da4b7c9da0bbd73bb1c30774171b4992,0xd860e32b72afd7cae961da23702bad7b096e243b,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,0x3247554b2bad31d5120b98d5f51df5a406d6b524,497532548703197793116,Binance-Peg USD Coin,USDC,18,40,255926,5000000000,240926,6966141,deprecated,9763
7929993,1622589807,0xdf91affc72ce613e4b24d1536dde6b30a4b9f4f6584cbe78014757bc11dba7fb,19271,0xf80a5dafedc2ca13b8e7ca8dc037a270a1e5164994b9cb547de801ebe9de83de,0x3247554b2bad31d5120b98d5f51df5a406d6b524,0xb0f2939a1c0e43683e5954c9fe142f7df9f8d967,0x3e86219c097db6e770980cbbb26866b05c3d99eb,1975815363226617774,Gen Token,GEN,18,64,86105,5000000000,86105,10929421,deprecated,9761
7930004,1622589840,0xf9ec1cfab803ab59edf8510c0d23f39bd82b1277a57e3c98f93e6f87610ab7c1,8,0x05ed18ecc08a12ad5aea71f16232ee68d9c31c80d9767e532d96369a79917437,0xa2943ed4d4fbc09fc419b5ee343c12d9d9770ea6,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,0x3247554b2bad31d5120b98d5f51df5a406d6b524,1990897802352665117,Binance-Peg USD Coin,USDC,18,46,255926,5000000000,240926,7744471,deprecated,9750
7930004,1622589840,0xf9ec1cfab803ab59edf8510c0d23f39bd82b1277a57e3c98f93e6f87610ab7c1,8,0x05ed18ecc08a12ad5aea71f16232ee68d9c31c80d9767e532d96369a79917437,0xa2943ed4d4fbc09fc419b5ee343c12d9d9770ea6,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,0x3247554b2bad31d5120b98d5f51df5a406d6b524,396188662668180358283,Binance-Peg USD Coin,USDC,18,46,255926,5000000000,240926,7744471,deprecated,9750
7930009,1622589855,0x82316ff7404cc32b90a2bcb42663c2b7626524fae2a9ac4ed899d53922ca1921,674,0xfc365d21037a7e261fa5df6da20927e94d55f58213cc834c85e2d134bc1f864d,0x27e9531d81e0d89ce04394e233d406256d66d36a,0xb0f2939a1c0e43683e5954c9fe142f7df9f8d967,0x3247554b2bad31d5120b98d5f51df5a406d6b524,113000000000000000,Gen Token,GEN,18,179,282982,5000000000,282982,18061357,deprecated,9745
7930009,1622589855,0x82316ff7404cc32b90a2bcb42663c2b7626524fae2a9ac4ed899d53922ca1921,674,0xfc365d21037a7e261fa5df6da20927e94d55f58213cc834c85e2d134bc1f864d,0x27e9531d81e0d89ce04394e233d406256d66d36a,0xb0f2939a1c0e43683e5954c9fe142f7df9f8d967,0x3247554b2bad31d5120b98d5f51df5a406d6b524,2147000000000000000,Gen Token,GEN,18,179,282982,5000000000,282982,18061357,deprecated,9745
7930015,1622589873,0xe8f7226ed9a9e496fe19d926a53a5da8315ed4c776c571476b8d8ce224b110dc,107,0x98d2087b65804cdfb590e5a5fd640261dafd717cf2cd79dd1237c04d05809e50,0x1af5162951a8c68d2ef07004271052b8f7bbeece,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,0x3247554b2bad31d5120b98d5f51df5a406d6b524,1047348302951078361,Binance-Peg USD Coin,USDC,18,108,291743,5000000000,276743,12753808,deprecated,9739
7930015,1622589873,0xe8f7226ed9a9e496fe19d926a53a5da8315ed4c776c571476b8d8ce224b110dc,107,0x98d2087b65804cdfb590e5a5fd640261dafd717cf2cd79dd1237c04d05809e50,0x1af5162951a8c68d2ef07004271052b8f7bbeece,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,0x3247554b2bad31d5120b98d5f51df5a406d6b524,208422312287264594013,Binance-Peg USD Coin,USDC,18,108,291743,5000000000,276743,12753808,deprecated,9739
7930027,1622589909,0xd4afd2051fdf33a968c2f0f38f2982973521c3f04602f55440a11631ba836fcb,19276,0xc26a020d4ad3febae8b68b28c10b1cc470662da6889f936d802e767d95ef8ee9,0x3247554b2bad31d5120b98d5f51df5a406d6b524,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,0x2479e2fbea5cd77822a943ea8222b96c41209430,398000000000000000000,Binance-Peg USD Coin,USDC,18,138,92243,5000000000,92243,21693282,deprecated,9727
7930064,1622590020,0x7f506dda3adc8030c98a5b0937ccf0c59307ff0db6c77d82507ef83a48ea7bdf,306,0x575ca31e7356327d1d5a98c983ee15e4e89b42b74d05427a520d203c86c10ca6,0x1a07ae418564c4dfa2e5ccf882425a8527d366d7,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,0x3247554b2bad31d5120b98d5f51df5a406d6b524,255000000000000000,Binance-Peg USD Coin,USDC,18,84,291719,5000000000,291719,19545151,deprecated,9690
7930064,1622590020,0x7f506dda3adc8030c98a5b0937ccf0c59307ff0db6c77d82507ef83a48ea7bdf,306,0x575ca31e7356327d1d5a98c983ee15e4e89b42b74d05427a520d203c86c10ca6,0x1a07ae418564c4dfa2e5ccf882425a8527d366d7,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,0x3247554b2bad31d5120b98d5f51df5a406d6b524,50745000000000000000,Binance-Peg USD Coin,USDC,18,84,291719,5000000000,291719,19545151,deprecated,9690
7930068,1622590032,0x03c63e1afdee0eb0227014fae3acbb9e0db1c424fe86556179b5c2bc06944443,56,0x642ea9fc4f29eb50d3b391f677df0770cb16902d078ae6597f7ba11e0ed45479,0x057213d5237894641631c614208c5e7bf91be6d8,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,0x3247554b2bad31d5120b98d5f51df5a406d6b524,250000000000000000,Binance-Peg USD Coin,USDC,18,110,291719,5000000000,291719,31488136,deprecated,9686
7930068,1622590032,0x03c63e1afdee0eb0227014fae3acbb9e0db1c424fe86556179b5c2bc06944443,56,0x642ea9fc4f29eb50d3b391f677df0770cb16902d078ae6597f7ba11e0ed45479,0x057213d5237894641631c614208c5e7bf91be6d8,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,0x3247554b2bad31d5120b98d5f51df5a406d6b524,49750000000000000000,Binance-Peg USD Coin,USDC,18,110,291719,5000000000,291719,31488136,deprecated,9686
7930074,1622590050,0xd828d425e7c39cc9cc93d362350e7dc3d1603d6eabab25b5ce0a5214c868d0f0,19278,0x1e5aceeb0955b993e7db45c048e35e24b81f1f5b8cdf8e06d6d648f0029b2479,0x3247554b2bad31d5120b98d5f51df5a406d6b524,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,0xa0196bff9001700b692de9549b4c6b490d87ee70,4653810306000000000000,Binance-Peg USD Coin,USDC,18,68,92255,5000000000,92255,12593082,deprecated,9680
7930083,1622590077,0xb89dea8254ee51c26abc8d19e6bcd2684c1021faf8bb558ead904dda44c91cda,307,0xfb1d4ed35b0f66efe0405e53aea278497e6c42cc26deb508b25cb6b13dafc31a,0x1a07ae418564c4dfa2e5ccf882425a8527d366d7,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,0x3247554b2bad31d5120b98d5f51df5a406d6b524,2592507017131089597,Binance-Peg USD Coin,USDC,18,67,255926,5000000000,240926,10733027,deprecated,9671
7930083,1622590077,0xb89dea8254ee51c26abc8d19e6bcd2684c1021faf8bb558ead904dda44c91cda,307,0xfb1d4ed35b0f66efe0405e53aea278497e6c42cc26deb508b25cb6b13dafc31a,0x1a07ae418564c4dfa2e5ccf882425a8527d366d7,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,0x3247554b2bad31d5120b98d5f51df5a406d6b524,515908896409086829987,Binance-Peg USD Coin,USDC,18,67,255926,5000000000,240926,10733027,deprecated,9671
7930090,1622590098,0x8176ac98d28786b67ce097464f9dac96ecef9005d0db3733268b86aed5ae4b5f,31,0x7af9deb89a3ec291414b9e9490dd1a55865e25e0a7746c4eb2cf2235de250170,0x5c5a44f8adf825d4036495dacffe1402950fd48d,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,0x3247554b2bad31d5120b98d5f51df5a406d6b524,1089523285908148860,Binance-Peg USD Coin,USDC,18,149,291743,5000000000,276743,23945243,deprecated,9664
7930090,1622590098,0x8176ac98d28786b67ce097464f9dac96ecef9005d0db3733268b86aed5ae4b5f,31,0x7af9deb89a3ec291414b9e9490dd1a55865e25e0a7746c4eb2cf2235de250170,0x5c5a44f8adf825d4036495dacffe1402950fd48d,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,0x3247554b2bad31d5120b98d5f51df5a406d6b524,216815133895721623203,Binance-Peg USD Coin,USDC,18,149,291743,5000000000,276743,23945243,deprecated,9664
