"Txhash","UnixTimestamp","DateTime","From","To","Value","ContractAddress","TokenName","TokenSymbol"
"0x841bf0995f4ce2898d1c09507a66f96d4cfbe6ea88da22a89a4d1accbba19b70","1622506297","2021-06-01 00:11:37","0x29d4d51dd07220879d014701bb89c03decfa7a90","0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf","9,174.884832","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USD Coin","USDC",""
"0x3bff4c812280dfc37180a3e424b7e0eb1b4a103cdd90e0d5688d4d158f614ac7","1622506326","2021-06-01 00:12:06","0x83484257af94d2740edcb2f9b034d5b5fa61d2ba","0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf","453.76","0x514910771af9ca656af840dff83e8264ecf986ca","ChainLink Token","LINK",""
"0xf26badc707e7984e276a1c5ce49bff81067bad62cef410d7f97665773938910d","1622506345","2021-06-01 00:12:25","0xd4914554c40368a0f83ca9ccbd1997dbab4e2aba","0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf","32.663097985977622236","0x9695e0114e12c0d3a3636fab5a18e6b737529023","DFYN Token","DFYN",""
"0xe10906438d600843dbda65d47667102f95bce114eab755bdabef77094eca882a","1622506345","2021-06-01 00:12:25","0x5380e20f0bec4dcf8090fb2da0fdc4fe7a6bc023","0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf","0.076","0x2260fac5e5542a773aa44fbcfedf7c193bc2c599","Wrapped BTC","WBTC",""
"0xd4c27369bbe3f6293d30a3c8204f4431ec9b09b172409f023d3436cc42600707","1622506348","2021-06-01 00:12:28","0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf","0x18467e2983ae7842789ec99453b63b4f46c0eb93","1,522.963653","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USD Coin","USDC",""
"0xd3e4b16f1cf414dd6ecf38f23b2a943088445c50af13d34c6810b41548cbaca8","1622506362","2021-06-01 00:12:42","0x0d61d3e013ad0eebde19bfec51bc1ae0a50539f7","0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf","445.801547360599971748","0x0202be363b8a4820f3f4de7faf5224ff05943ab1","UniLend Finance Token","UFT",""
"0xec1e68c33bcfd488ef78eb1b1042766dd735c815721063967b0f3edfbbcbaac1","1622506396","2021-06-01 00:13:16","0xb09e77e2dc870b91b470459d8c5f049dafcc9e98","0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf","325","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USD Coin","USDC",""
"0xe0b2a1b5ce08897e078af8b13d2db19222f6a17f75b9a42ecb370b35abcfd2a6","1622506402","2021-06-01 00:13:22","0xd3951ca79fe67c04c030a1cd67a8dbe45f4b8a42","0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf","0.08841338","0x2260fac5e5542a773aa44fbcfedf7c193bc2c599","Wrapped BTC","WBTC",""
"0x0dd99cb5a655628d89dd30165ed0281acd6df3fd300bceb5c6bdac5ea9a83caf","1622506481","2021-06-01 00:14:41","0xd8ce26813f12ba9ba23f86d768c5c5d845cb30b1","0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf","1,500","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT",""
"0xd77c72c818b0ebbd2b64e6252d20c18b410de79a9651173121f7d6744074593c","1622506498","2021-06-01 00:14:58","0x5e15f1e303ccca048f47d2c58bb9061e883e1258","0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf","997.955818","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USD Coin","USDC",""
"0x80fa4fe6dff747dee01c256301b950cef554ee79454b7fbe779c9019aae64f71","1622506510","2021-06-01 00:15:10","0x336eb4e1ed8a882cdc334081dab2cc68585402d6","0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf","8.21189705","0x514910771af9ca656af840dff83e8264ecf986ca","ChainLink Token","LINK",""
"0xa1cc004c7bb5ab8eff2efc447c8a43b22a30aa7619cfda5a0f5b81c7fe6b78f0","1622506581","2021-06-01 00:16:21","0xc5103c0a9e79c238e6db7b0eb8c22967723156e4","0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf","2,988.94624082","0x6b175474e89094c44da98b954eedeac495271d0f","Dai Stablecoin","DAI",""
"0x98b7c52c79f79c3cde078fe086a242399baa13ad2e44186fea8fca09c292ecb4","1622506589","2021-06-01 00:16:29","0xdffae50260a79d24188de7cd177453285779c609","0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf","2.9008","0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9","Aave Token","AAVE",""
"0xe044153a80c882bebc0c3732b643be77c256cc6c5ce84476a3d738dc9719f4b4","1622506589","2021-06-01 00:16:29","0x7f6720bf2494543d4915907dfab178c59cbc556d","0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf","52.97242581","0x514910771af9ca656af840dff83e8264ecf986ca","ChainLink Token","LINK",""
"0x01c24590c0806ad8d118e87348b94cade2135f41621d1beedfe28f8d4c7c72b2","1622506645","2021-06-01 00:17:25","0x760497bffaed0850eb7db38b5a28abc3b1c656e7","0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf","2,209.850070780813360002","0x16eccfdbb4ee1a85a33f3a9b21175cd7ae753db4","Route","ROUTE",""
"0xa16fbb5d3daef5af6b1748313422c969ad1fd3b77a74a5a8e24740d91c37584d","1622506645","2021-06-01 00:17:25","0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf","0x328959d34c5acf42efcc0f9392b632e9b671db75","1,210.244515","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USD Coin","USDC",""
"0xf455da82885a315b5999a92a5ef36d097385afc1fea0dacb7efdcec1be52f07d","1622506743","2021-06-01 00:19:03","0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf","0x56fd57de596e9d32a7e39282b624f241fcfcef6c","384","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT",""
"0x2987c5fc74e66530592c5d26e7e9d030d3f68216a2a61e4aebab702b5ce63ce4","1622506745","2021-06-01 00:19:05","0xf82e8c74c437f9ba5018b1bb1905915714814e41","0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf","125","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USD Coin","USDC",""
"0xbb06d5ad4f01a5a251860b5a9b9d898d436873b80bbd80a33a66ab64d3adfc0c","1622506745","2021-06-01 00:19:05","0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf","0xa26a3efe1a94dae6a57b544cdf6f3302ae87ff1f","51,779","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USD Coin","USDC",""
"0xd7e09e853163bc76c84ab03883b9f81ff6c36f3f79d5094fc992e3f30a5115cb","1622506781","2021-06-01 00:19:41","0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf","0x4a195dea7e4417ab639383261f3f5817cea01286","1,062.702871","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USD Coin","USDC",""
"0xb25ff35a6fb5f59692db09bfc016d176b7c5d05a708c40fdc4cb2a4c4cef0867","1622506781","2021-06-01 00:19:41","0xdb5d4ff05cf6bfacacd568b7f3c62ffe74593c5c","0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf","1,081.34","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT",""
"0xcd2c0ce01a5de7825c4420fbf679592b2909530e0a136b4585b25e68af6137a4","1622506804","2021-06-01 00:20:04","0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf","0x0473c89d916cc22855c3ba3989cd0a4957a0fe05","120,423.960377","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USD Coin","USDC",""
"0xfa64f26afa1e139fa97e139215b19013d487b8f29668fe3c0f584c33c0bc06a9","1622506881","2021-06-01 00:21:21","0x80518930b3d0abca53f1f32fe135e572034ae3ee","0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf","2.05511829","0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9","Aave Token","AAVE",""
"0x4e60edc9aabbafb1fce77a17068d316f0d608c423ff3c669194acc95a92f9337","1622506881","2021-06-01 00:21:21","0x85cf9973478262a885c5614e78da49ed111ea973","0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf","975.23","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USD Coin","USDC",""
"0xf17482d219cf0188496560287725a60b9c89db1095ea59441ac5b232b73ff93a","1622506881","2021-06-01 00:21:21","0xbdd80d75270bbdd5fb525c0e86f4b2fdc87bebd0","0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf","128.09860014","0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9","Aave Token","AAVE",""
"0x51025cf254260f10a11b7fe91408a7369bb7e9e5055598c287468d8a565f7596","1622506929","2021-06-01 00:22:09","0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf","0x48321ebe065db3a23c7842cdb376ab1ec15a97ca","1,223.237553","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USD Coin","USDC",""
"0xa5e70d5775806fc4beaee197de97c5ea7d594bd9d3cfb78e4f353dc96f181999","1622506929","2021-06-01 00:22:09","0xc780b5b70352a835e8cee1b15a4ec75bbbfceb0f","0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf","6,000","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT",""
"0x8f193c2299a903201a543ea9ada96c96d88d1c4c8bd27a8b1980afef27b08b5b","1622506940","2021-06-01 00:22:20","0x62e1af3e818afc059d111c4f53cf0a2d9fd29110","0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf","74,955.374092","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USD Coin","USDC",""
"0xdce9ca2a1cd07d06d699fabec09f0ccb4b56345e45fc2c685f5ac5df7ae42fa0","1622506940","2021-06-01 00:22:20","0x45bd8d4f6b8116cea6b65dbc065b448a4bff761c","0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf","20.965826522042343978","0x6c28aef8977c9b773996d0e8376d2ee379446f2f","Quickswap","QUICK",""
"0xf8ae270118b1a6dcb2591064a016459bfef14304992155c7b31fd69afb3b0fb9","1622506967","2021-06-01 00:22:47","0xf6528a02e8e07fc154225297394d84f8e3cf5375","0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf","1,906.466415","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USD Coin","USDC",""
"0xc03dccaa2f589985098d5b3d22e1d0b7ae73649a47a08fca3d7df7dfb7280e92","1622506967","2021-06-01 00:22:47","0x34a08512db2fb18df9b43648e6f1e0d99bcf2363","0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf","0.03973744","0x2260fac5e5542a773aa44fbcfedf7c193bc2c599","Wrapped BTC","WBTC",""
"0x61183e5c6cd9dc2781688f238efff8f567ac2ab7b882e376c617ded697eb8988","1622506979","2021-06-01 00:22:59","0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf","0xc198708b7de4073ec1e6b34942a84f8ba2e4a014","220,000","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USD Coin","USDC",""
"0xadc889c2d1033f076bcbe122ff1fc79f1e4011e007442d207f374533484f6519","1622507004","2021-06-01 00:23:24","0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf","0x15172f5b18080f05482632588b7b3ef2fc4e992e","1,054.939755","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USD Coin","USDC",""
"0xacb790b914d3b1eccef1cd795af6e1e4fd241559336ac58213f12e522557afa4","1622507021","2021-06-01 00:23:41","0xaf308d66a216a7e94641bd26874f991b76ef1f63","0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf","200","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT",""
"0x28ca63615f4fe0fd142b5f132a8005085d5f3f6f8a492b9ef43719e3badc9362","1622507034","2021-06-01 00:23:54","0x01e592b60c4c8d0b7e08fb3f7e97ee79ea974c3f","0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf","20,936","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT",""
"0x4ca9912335b08813b4e209c7f52709b027a2d6a45b5eacb2e382c084d06ca039","1622507038","2021-06-01 00:23:58","0xa91246b13ee42e9c67ac0124341d151f0b4378fe","0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf","179,973","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USD Coin","USDC",""
"0xc9fa85a82b51382cf961f93a4ff1a30b91b3e7a94583bb4b08af591d244e5960","1622507051","2021-06-01 00:24:11","0x0de87d1674abd55f08a97fac9701544defa164f9","0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf","117.386401660012442972","0x6b175474e89094c44da98b954eedeac495271d0f","Dai Stablecoin","DAI",""
"0x9e4f8d4303372345291b19e3e5c681be92c8bec40bce2402085c3189545bd1e3","1622507082","2021-06-01 00:24:42","0xa762aaa243186368ce1ef046eab37e5e733e7254","0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf","1","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USD Coin","USDC",""
"0xdb1c72f5831a71432d70f90437b5c1f98b6a2151d5077393262c92f531c63518","1622507119","2021-06-01 00:25:19","0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf","0xd2c43bd54485d01383e3b2c37e5a4f11afdbeade","1,209.415845","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USD Coin","USDC",""
"0xbf878120bb45630df3a030d81a4df64bf5f82fb197c63bf4048016c0684b1dbd","1622507137","2021-06-01 00:25:37","0x6e3b517074da068d52cff10d914b502d762e5c52","0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf","1,824","0x9695e0114e12c0d3a3636fab5a18e6b737529023","DFYN Token","DFYN",""
"0x9fb6a8e940d281e779169f8f72351d88f88861fc2faedeb0bfb5b50bb9636076","1622507137","2021-06-01 00:25:37","0xbe2909813f6f850af99c8b968febf6eb884f1454","0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf","0.514","0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9","Aave Token","AAVE",""
"0x71ba406f933f5ab82cc5346035de6cfb57924d47cc57c7f85c2ab5639102fc0d","1622507155","2021-06-01 00:25:55","0x34e9a3458492a0aa0ea082d7ece8f07f896ed44a","0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf","1,555","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT",""
"0xf4f7f94a2ddc3756b8968de51fedd083c74214cb99476aaf57b5efde93b7cf46","1622507164","2021-06-01 00:26:04","0x3ac0f136d8ea83a4a2ec1fc9973e7c4fdcb2cddb","0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf","3,728.079417655554627712","0x9695e0114e12c0d3a3636fab5a18e6b737529023","DFYN Token","DFYN",""
"0x711bde1825d98efd35cc1f561ff1b57b5ea7519963f850bbac1e25d5c5e43e28","1622507167","2021-06-01 00:26:07","0xf2bedf4d9b91024b912402c952c81fa7823d7048","0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf","0.20158844","0x2260fac5e5542a773aa44fbcfedf7c193bc2c599","Wrapped BTC","WBTC",""
