blockNumber,timeStamp,hash,nonce,blockHash,from,contractAddress,to,value,tokenName,tokenSymbol,tokenDecimal,transactionIndex,gas,gasPrice,gasUsed,cumulativeGasUsed,input,confirmations
12546158,1622517775,0xcce1b699adda85383831811db94f93cf16089d0543cafef819e984e4e396afe1,3811,0x488694cfd7a192574d61e6411a91e377b09d86b6396c0cb5a38c6c303591557e,0x760497bffaed0850eb7db38b5a28abc3b1c656e7,0x9695e0114e12c0d3a3636fab5a18e6b737529023,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,1747234456663360658138,DFYN Token,DFYN,18,105,102147,25000000000,79678,6381315,deprecated,2113
12546158,1622517775,0xf869af289442da282d4674654dc22f363789b730fb4e97b52e74ba12284633f5,626,0x488694cfd7a192574d61e6411a91e377b09d86b6396c0cb5a38c6c303591557e,0x625b237bab99ba69bcbd998566269447fd1c1993,0x16eccfdbb4ee1a85a33f3a9b21175cd7ae753db4,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,602044610975741662415,Route,ROUTE,18,154,102869,22100000000,80400,10914816,deprecated,2113
12546164,1622517895,0xa0c5ce7859b816cd439a979986b3c08805c192f7bcc0cdbdc2f86754c0a7cef3,1215,0x29c1e141dae80acb36c619b91ee3944e5cdb7c5ecf38c63a1b64a25233b9e166,0x0aed1878803e2f86b6ddb83f5523f0a793e973fc,0xdac17f958d2ee523a2206206994597c13d831ec7,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,7495535967,Tether USD,USDT,6,43,108193,27000000000,85724,2430625,deprecated,2107
12546164,1622517895,0x23839a1f58facebec78a67603be51c78f62c522f7f7e02bd1df521b9ce17db0a,54,0x29c1e141dae80acb36c619b91ee3944e5cdb7c5ecf38c63a1b64a25233b9e166,0x79b33876135ea1cc4ab3d4c7018d36410b074faa,0x6b175474e89094c44da98b954eedeac495271d0f,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,6059775439171385572636,Dai Stablecoin,DAI,18,143,97273,22000000000,74804,12462207,deprecated,2107
12546170,1622517976,0x1469fb7b6675ca4840b7a786f41b498283a18919225f16fd482a36f337ab0b3a,1426,0x4ddd70472f68daa18df510ad2b6d5af987d7b009ab6d3b0d41e05010e84fa625,0x81c68ae714e2bd4f155de8497109414137701aa6,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,7089930536,USD Coin,USDC,6,92,114687,25000000000,92218,6573243,deprecated,2101
12546172,1622518005,0x64a34ddb9681dafd17f78588b1685113695483ca9f74db0937ec56fe08aaae84,46,0x149706e0333785125126e94c46ca5497d73414c359fe76adb97b01ea25b4be74,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0x742cba1eefa7512794279d66bfffee3775b3dcff,33333157,Wrapped BTC,WBTC,8,96,278833,21000000000,263040,10275875,deprecated,2099
12546172,1622518005,0xd720bbf18464827c881f6337b51c4b1f4642e0bd453aa05914ca3671acce492d,38,0x149706e0333785125126e94c46ca5497d73414c359fe76adb97b01ea25b4be74,0xc66d7d427b0ed1ada7754a7fae1cc064418787a9,0xdac17f958d2ee523a2206206994597c13d831ec7,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,714193727,Tether USD,USDT,6,120,108181,21000000000,85712,12300206,deprecated,2099
12546174,1622518030,0xc54179c1b089da8a7b4380768956c6ec7ea50b6c3bf4991143842611201a3aa4,174,0x0371ec2c20360e8d7136ff0a66be8e8669474e811232e663153c2f215b0f8e71,0xdb0267ee1c6692d09edd8e654da3f76eb845a1f4,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,12000000000,USD Coin,USDC,6,84,114675,22000000000,92206,6138799,deprecated,2097
12546174,1622518030,0x8078f506f8f1fec942da03eb95200878ac236a8fa04cb7d229b7fc16d577d4e4,91,0x0371ec2c20360e8d7136ff0a66be8e8669474e811232e663153c2f215b0f8e71,0x721108f9781f1c5a6ff6b2ac9fe3468c715c7ed4,0xdac17f958d2ee523a2206206994597c13d831ec7,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,2265400000,Tether USD,USDT,6,93,108181,22000000000,85712,7132534,deprecated,2097
12546174,1622518030,0x7767353dfd786ff226e84f988d263d212db6342d4de6401aedee785e8b0bfb96,6,0x0371ec2c20360e8d7136ff0a66be8e8669474e811232e663153c2f215b0f8e71,0x672c1ad8964e6171b85d22d9136f688d7c2e9efd,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,80000000,USD Coin,USDC,6,137,114663,21000000000,107194,11750467,deprecated,2097
12546176,1622518056,0xb908706bdd605ccab0beb7d064d207fb73b0fb833dd97ac3817c775b2bd2440f,3,0x03f047b04993076404b64a2914967c6a4e91d48b5e1d710eb0eaf5160a3a1d3a,0xafd2a2c3ab53493ec3c364b8456e8f23ea0702bf,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,508665476,USD Coin,USDC,6,68,114675,20900000000,92206,9509546,deprecated,2095
12546176,1622518056,0x1bc8b9831b65e5f37a4eceff5ad67e10d0e9f4c424920edfaf2bb90c98115478,1,0x03f047b04993076404b64a2914967c6a4e91d48b5e1d710eb0eaf5160a3a1d3a,0xfdbde736cc77557ebbb5ea81b57ce4aee484e45b,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,321216237,USD Coin,USDC,6,78,114675,20900000000,92206,10460115,deprecated,2095
12546178,1622518069,0xe62773bd6eabffbf9cb0d001abad46c64cc0ee42bd8fa8cce6c7624c25c56d00,50,0x9a1b18546718e31dcf9ebbd371d18d3215106954d614f3d442a5898d31c88542,0x04cb09d585eea95ed049c90727c67d6cf27487ed,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,100000000,USD Coin,USDC,6,14,223167,46350000000,147220,1193430,deprecated,2093
12546181,1622518099,0xbedaaf1aa1093decd091e88ee0483bcf9b7d2e69e2669d1f3d842db8ddfb7bb0,18,0x6848289a5f433f5c482dd5c15d15cc1e01dce43bc43a9998160b29221058ed7f,0xb5716b5c78292028b0e75708210ef7e7d3f29bb7,0xdac17f958d2ee523a2206206994597c13d831ec7,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,1450000000,Tether USD,USDT,6,147,108181,20900000000,100712,14152245,deprecated,2090
12546183,1622518156,0x7ad20fac79b198fa191314cc16d7e4219eca1080679bb45cefa5e3d310540c44,5455,0xd25acd123d32fa1aa97332343373298a831c5ed7e019c05072ddefdedfe510fd,0x6e3b517074da068d52cff10d914b502d762e5c52,0x9695e0114e12c0d3a3636fab5a18e6b737529023,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,900000000000000000000,DFYN Token,DFYN,18,26,102123,25000000000,94654,1690548,deprecated,2088
12546185,1622518165,0x33eeb4620d00f53036d51b71a7f60d4d1f1e4902a9501b513ce9eac14e8aba63,5,0x812a00038ee6c6c2abf3a22a59529ff78c929e1f0cb5e0dda688cb5a228edc9b,0xfe8a4878232b7af90f6d9edf29cd48b21c066f5a,0xdac17f958d2ee523a2206206994597c13d831ec7,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,353702702,Tether USD,USDT,6,105,108181,20900000000,85712,9288618,deprecated,2086
12546185,1622518165,0xf17b2110dda75e3255db2bca96fb8a8b00050ae285d2ad33b6e25c90661d6d1c,5,0x812a00038ee6c6c2abf3a22a59529ff78c929e1f0cb5e0dda688cb5a228edc9b,0xcb8d3a6c5a0515228caed140936ce5d7593f71e7,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,700000000,USD Coin,USDC,6,132,114663,20790000000,107194,12695087,deprecated,2086
12546189,1622518219,0x7ea27fccccc91cb5bb939bac4a80fbd0f29dc5f2ff1f2d4a6fb2554c46fc4ecc,233,0x773fd6966b411f5921103d06c2de2c36eb4c523b79af7ea2db45f2509ab108bd,0xa100ac826b1c7e945d2787b7360d15b0db16f277,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,199900000,Wrapped BTC,WBTC,8,253,103141,26000000000,80672,8591097,deprecated,2082
12546191,1622518242,0x455bbe7c12cd3a224c574dddf4aa90120e8c532fcb3eaea23aad6ba6770d0d78,40,0xd180caa35c219ade83797f4d79e47e982362d4936be6bd9107d5f5d58aacd5db,0x0a75296e7e37f29f133c8f748b0588e6052c3a77,0xdac17f958d2ee523a2206206994597c13d831ec7,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,940994000,Tether USD,USDT,6,116,108181,20900000000,85712,10737858,deprecated,2080
12546192,1622518247,0x3a9934454de2af64399547e8887cd0da5176b5fd60876c1c54970bae7de615f5,16,0xafb0e5f1ade1e99409338a9e33c2d91edbda66415f2c685cd3023f3db9b0f586,0xc32e44288a51c864b9c194dfbab6dc71139a3c4d,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,2989000000,USD Coin,USDC,6,256,114675,25000000000,92206,14481851,deprecated,2079
12546193,1622518293,0xd19ce45a0b6d1703ad469fb13e4d66025a4d28abec02bd3eb02a6f7230e159f7,141,0x9ce05e12380cffc33619627eff4d1d5e1129b8f629980ee27a886076d78b6a7b,0xf413afd2992dc52c27d0cb5467cc4909ad7b3e25,0xd0660cd418a64a1d44e9214ad8e459324d8157f1,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,1634424836192218981,Woofy,WOOFY,12,234,99771,28000000000,77302,13684656,deprecated,2078
12546193,1622518293,0x787cd183232c5ba8fbe49813a8102e446b1035ce3d59b42ffb781bdda7a80295,2,0x9ce05e12380cffc33619627eff4d1d5e1129b8f629980ee27a886076d78b6a7b,0x8a6c89925d599f0cb49fd0553ef0cf00b77d73a8,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,6000000000,USD Coin,USDC,6,241,114663,27000000000,107194,14051755,deprecated,2078
12546198,1622518376,0xaf502e31ba89af502f955b03a77f922c59cbce46e1bf847be794e8c0befb67e0,203,0x195d9abd966d3e4128e6d3147f2be8b616f62f1ec7d00706c5327f9c77a3ba7f,0x53bfc433037e9e6192e08ebc180e36d39267b785,0x6b175474e89094c44da98b954eedeac495271d0f,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,1440810206942154763273,Dai Stablecoin,DAI,18,29,97261,23000000000,74792,3450536,deprecated,2073
12546200,1622518383,0x1a48fd02086d1c006a9e8a8aaeeab8cef32abde8c527bf5b391d4b8fa39815e1,68,0x6b355696e51188330f0a97c9656e0950bec111cb2ab441dfbc35006220ac29e5,0xb9fa3b41968d3d5c031c1b85a0dfe8037fc67cf5,0x84ba4aecfde39d69686a841bab434c32d179a169,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,50000000000000000000000,Method,MTHD,18,197,110038,20000001347,102569,14832237,deprecated,2071
12546204,1622518430,0x7273711739685bf2361667b640322ddeef65aeb764007aa6ee042ca95ba67341,51,0xc7d4f59517bc6add5457bc6e325993c385025615779aeec7c23aea8f55c36afc,0x253a7d6b33077450af8c5f51582f08cf5bdf2fb0,0x514910771af9ca656af840dff83e8264ecf986ca,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,444264026372685193472,ChainLink Token,LINK,18,179,100531,23000000000,78062,11123930,deprecated,2067
12546205,1622518432,0x7971b40f0d92dc09b528d5a70d285586480f3682c540d8f26b966528250a9287,7,0x04da635587c62ec173a0cd6779ec6bfbbca59c0befbc34947672053a63f788b5,0x4e26090910737ed92a5b38191c1e96fb6218ab0d,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,30000000000,USD Coin,USDC,6,43,114675,23000000000,77206,3141487,deprecated,2066
12546205,1622518432,0x7bf59bf121cbf387f418d1d19cea150d9415e68d0a9b5c6d962836cc8196a2f8,310,0x04da635587c62ec173a0cd6779ec6bfbbca59c0befbc34947672053a63f788b5,0x5db01bd6e5e63ce0a385afe26d308e3eb17f2fe8,0xdac17f958d2ee523a2206206994597c13d831ec7,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,200000000,Tether USD,USDT,6,163,108169,20000000000,100700,14065488,deprecated,2066
12546205,1622518432,0x9264e00417394b000d1b08ef50036649e5a157dfccb33e98b263fa682eb357bd,194,0x04da635587c62ec173a0cd6779ec6bfbbca59c0befbc34947672053a63f788b5,0xecae266b38fa64ddb443ab1db44602ff61ff2f3b,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,228665000,Wrapped BTC,WBTC,8,165,103153,20000000000,80684,14177293,deprecated,2066
12546209,1622518523,0xff3bd917ff75047aced215a8bced8c16bc906da93bf7e85868019e4ed707fa9b,599,0x7924cf5b8d5c94b81aaae3e254b328aec34ec5b3a742d846de0a7ef329646c3a,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,0xdac17f958d2ee523a2206206994597c13d831ec7,0x47ed57f375d3dddae2ded7a6de522c35bc9419af,293837282772,Tether USD,USDT,6,69,289778,25000000000,273571,5883458,deprecated,2062
12546215,1622518593,0x2613c551f389bd426c4a6839f6f8fae94c55f646aafd7207528c2161162d0512,892,0x72df24bf0d8404578f638edc515b4209e43e3aea23ea54034f0c160d41de8ec4,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xf43c0a7532aad2b7f6df04fe19f7b01eff39d6d9,86450186421,USD Coin,USDC,6,82,300032,30000000000,284152,5276634,deprecated,2056
12546215,1622518593,0x1a66020347c38f24d2c1a7eab9390d40a9c81c7997e736efd19a38d09cfdb245,117,0x72df24bf0d8404578f638edc515b4209e43e3aea23ea54034f0c160d41de8ec4,0x58709c660b2d908098fe95758c8a872a3caa6635,0xdac17f958d2ee523a2206206994597c13d831ec7,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,403000000,Tether USD,USDT,6,145,108181,28000000000,100712,10219694,deprecated,2056
12546224,1622518696,0x035ee1e3f14ec6e6dffa5f1ce2ae6a382780a035361d3ffcf23c1ceb4791f432,21,0x0da8c75414ce69246026258f2346265e8d29d2d94d647ba40a34dd1591cfc195,0xe2349a72270ad4fd73a01484867958b8564d7a1e,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,20803077812,USD Coin,USDC,6,26,114687,26000000000,92218,1772040,deprecated,2047
12546224,1622518696,0x922eff7111a6a1f02b63904f81cdb46b0af1065d002f52ca7c05366977201495,920,0x0da8c75414ce69246026258f2346265e8d29d2d94d647ba40a34dd1591cfc195,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,0x4c6ec08cf3fc987c6c4beb03184d335a2dfc4042,0xfd7dc8e5e533e2416040715f5a28ed8fe63a3780,3331863345238024013772491,Paint,PAINT,18,50,314365,26000000000,298663,3496522,deprecated,2047
12546224,1622518696,0xb331503e1b5f14efaa3cc3425634d4084d9d909f5a619b6158094a404e773ea8,1135,0x0da8c75414ce69246026258f2346265e8d29d2d94d647ba40a34dd1591cfc195,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x5a05bd61f009ae1cb2ee7a3376718923453abe3d,100000000000,USD Coin,USDC,6,66,245539,25000000000,229659,4885720,deprecated,2047
12546225,1622518708,0xd86b1eed39fc7789127a4f3405eaf07736bd3469317f94ea442a3b88e40986f4,1136,0x3005884b10e9ce20774f0f5c78b506e3b3b3c0486117e0e94dc92d08bf847fe0,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,0x853d955acef822db058eb8505911ed77f175b99e,0x5a05bd61f009ae1cb2ee7a3376718923453abe3d,427000000000000000000000,Frax,FRAX,18,104,273932,26000000000,258222,5217932,deprecated,2046
12546226,1622518726,0x5a052ea67dbdeb48f2aecf487641fab57f646f9796828e7a1dc8b84a44b54fc4,3,0x87c6e94571d04d1a75ece002bd4a7d194ea5211118af14a767286241abb5d3f7,0x34400b1418bde0a4f80d7905d14ed39af8d76e79,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,2104305,Wrapped BTC,WBTC,8,14,113455,23000000000,80672,1505276,deprecated,2045
12546228,1622518741,0x0b1fefdcb302b1acce7b1dc8c4ff82c510ad3e401432f01888424472e894a9f0,48,0xe632f0872d0635ea47ceaee97d6417db808ce1a67ae1ba792bb24504f61a6cb9,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,0xdac17f958d2ee523a2206206994597c13d831ec7,0x76db14ef77a07292e5fbc6575eea1d0f0004cd66,5000000000,Tether USD,USDT,6,143,325369,20000000000,309162,8357024,deprecated,2043
12546234,1622518798,0x62bf60c266ec1d8b59cf62ec61e8be3d708bd8115c29a05cba2a137c034ee64b,45,0x2dae249c05c20a53dd8cbf5dd1c32b6a57d6269b3d166f2bdc87858e035740bc,0xa2d294ab7c74a12fae4945f79f02e8c0f448add7,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,58997325937,USD Coin,USDC,6,149,114687,24000000000,92218,14873711,deprecated,2037
12546236,1622518820,0x6500d223b5b51bb25d02844c8bf7a0013319c7ca0225c49df6df794ec35c75b1,19,0x7b1d74de5b4f393900fe923282dbfdd4e3f519d23a24709ee9e6c170c5fbc39c,0x4693c4fc40c93193b4d9bae0a9d0b66356e71066,0x0202be363b8a4820f3f4de7faf5224ff05943ab1,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,4333848090000000000000,UniLend Finance Token,UFT,18,95,102542,24000000000,80073,6162041,deprecated,2035
12546239,1622518870,0x4629c0f992ca2327872f8443ac9eedf3ef1e2f70b71e794598902c34d10bc735,134,0x91de63ec6aedb7035cd25822058d582a859e2024220980dc4d4af424bd7a9a2b,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x1d6f98437bf470d42623363aa9ee179ef0adacbe,2200000000,USD Coin,USDC,6,261,264116,25000000000,247409,10942567,deprecated,2032
12546239,1622518870,0x93fbc1773fba515f2084fb19d4c59165cb6861588e24e77c808f9877fe3cd4a3,159,0x91de63ec6aedb7035cd25822058d582a859e2024220980dc4d4af424bd7a9a2b,0xa10140c60db1ed67a5d70252b6b9b4c9904458b8,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,18544225919434559168,Aave Token,AAVE,18,264,277107,25000000000,229446,11400966,deprecated,2032
12546243,1622518923,0x133fb60a39bcccc13f3df10e4721fe792f1332c17ac0e3ae014ed34faee8b682,145,0x217310df154f683989c09a8e9da2d0d1d0ae1e7d7502991c40636c7ae65d2d3e,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0xadd7f4850429cade47cfb041e702275a22c1fa46,343661508,Wrapped BTC,WBTC,8,173,280678,22000000000,264885,13351966,deprecated,2028
12546243,1622518923,0xeca328c4e93ce8500f0607d406f489df984d5612bb0113cfdbca1a8d986c13d1,430,0x217310df154f683989c09a8e9da2d0d1d0ae1e7d7502991c40636c7ae65d2d3e,0x5fb93b8fb7087706b79ef5fe7c4815a7e3f25cb3,0x2d80f5f5328fdcb6eceb7cacf5dd8aedaec94e20,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,618750,AGA Token,AGA,4,182,102222,22000000000,79753,13823524,deprecated,2028
12546244,1622518940,0xbcaddc68f426bad9ac7f81049de89417be27800830dc605b96ae4c3258f1d76b,3367,0x4d55360f086dd1417dbf6b076eb42fea0456bb95eaad6471f499513a3a072f48,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f,0x768f2a7ccdfde9ebdfd5cea8b635dd590cb3a3f1,30403665519630586697861,Synthetix Network Token,SNX,18,77,329499,30000000000,311342,3714115,deprecated,2027
12546244,1622518940,0x401ffcd50395c852620c98fe010aa6d0f6f9070d2550650a21ea9e36df3dcff4,3,0x4d55360f086dd1417dbf6b076eb42fea0456bb95eaad6471f499513a3a072f48,0xf035a603d0e59aa96673d25077362f8e7bbc1c69,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,20925845,Wrapped BTC,WBTC,8,212,103153,22267899903,80684,13530277,deprecated,2027
12546246,1622518975,0xb542203e922fac9a4deada4818f502802eeb506f28c0240607aa5b4affeeae62,255,0x3eaf45b87cac8a1852f67d2fdb7aa4c0c1fc0901c3b072c488f32b3d892dbdbe,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,0xdac17f958d2ee523a2206206994597c13d831ec7,0x63a56ccb802cb6193e819bf5f37876e7345fece9,70002870027,Tether USD,USDT,6,66,326184,30000000000,309977,6143186,deprecated,2025
12546246,1622518975,0xad461f2de528839ca638a8ab8f18dbac09705c074ea26e61a50f0aefaf4113bf,3,0x3eaf45b87cac8a1852f67d2fdb7aa4c0c1fc0901c3b072c488f32b3d892dbdbe,0x8a6c89925d599f0cb49fd0553ef0cf00b77d73a8,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,6000000000,USD Coin,USDC,6,183,114663,25000000000,107194,12619602,deprecated,2025
12546248,1622519016,0x39ab78c68d73a4fbde1621977f5e8dfbcc8486672768d1b0220e47f3e5dfd006,88,0xfaa567f03dcce49c4cac94d7217220a6af8bec2710ab0e5fe8fc734a4344379c,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xa65e1443440073106fa37b833ef821d22ef20b20,242850000000,USD Coin,USDC,6,137,312030,25000000000,296150,7973564,deprecated,2023
